,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range
792,POINT (35.53286106334767 -0.363817690068406),0,501.0,69.711266,12.391666,82.61111,1493.0,45.98448,14.599999,213.0,177.0,14.883333,15.3,14.4375,51.0,537.0,7.7,350.0,13.55,22.7,15.000001
793,POINT (35.77540619005994 0.606362816780677),0,442.0,69.48948,11.633333,82.50591,1430.0,49.193695,16.75,224.0,174.0,16.85,17.433334,16.533333,50.0,530.0,10.0,372.0,15.65,24.1,14.1
794,POINT (39.171037964031726 -3.193510835044899),0,103.0,140.0399,10.158334,70.54398,810.0,58.805782,25.783333,128.0,81.0,23.55,26.883333,25.345833,24.0,317.0,18.4,234.0,23.516666,32.8,14.4
795,POINT (39.251886339602486 0.444666065639163),0,2.0,98.79866,11.041666,77.214455,318.0,130.80345,27.333334,101.0,2.0,25.95,28.466667,27.245834,0.0,165.0,20.5,134.0,25.95,34.8,14.299999
796,POINT (38.443402583894915 -3.67860108846944),0,44.0,167.91954,10.35,66.34615,702.0,71.916275,23.666666,117.0,44.0,20.666666,24.733334,22.816668,11.0,284.0,15.4,173.0,20.666666,31.0,15.6
797,POINT (35.85625456563069 4.487084844177009),0,54.0,76.55832,13.758334,84.40696,393.0,68.65715,29.166668,79.0,41.0,28.516666,30.116667,28.970833,9.0,190.0,21.3,89.0,28.233334,37.6,16.3
798,POINT (36.179648067913725 0.282969314497649),0,302.0,65.24286,13.991667,82.79093,1006.0,46.69046,19.216667,151.0,114.0,19.15,19.816666,18.945833,28.0,375.0,10.9,249.0,18.166666,27.8,16.9
799,POINT (41.03055060215914 -1.33399819691749),0,154.0,116.3133,7.5833335,68.31832,601.0,81.2616,27.133333,143.0,29.0,28.216667,28.45,27.066666,2.0,328.0,21.9,132.0,25.55,33.0,11.1
800,POINT (37.31152532590432 1.57654332362976),0,14.0,71.3652,11.575001,81.51409,382.0,97.76286,24.816666,102.0,12.0,23.25,24.95,24.020834,2.0,187.0,17.1,165.0,23.183334,31.3,14.199999
801,POINT (35.290315936635395 0.202120938926892),0,447.0,85.39569,12.633333,80.9829,1274.0,43.529617,16.033333,183.0,158.0,17.65,18.2,17.133333,41.0,447.0,10.0,309.0,16.033333,25.6,15.6
802,POINT (38.443402583894915 1.495694948059003),0,0.0,84.69199,11.633333,79.13831,309.0,127.76205,27.633333,102.0,0.0,25.683332,27.833334,26.8,0.0,148.0,19.7,146.0,25.683332,34.4,14.700001
803,POINT (36.66473832133826 -1.091453070205219),0,135.0,135.9221,11.591666,71.99793,1328.0,77.36753,15.733334,314.0,117.0,13.116667,16.233334,14.845833,33.0,657.0,7.7,491.0,12.883333,23.8,16.099998
804,POINT (37.87746395489962 3.436055961757169),0,18.0,130.3688,11.025,70.67307,399.0,90.93485,24.633333,109.0,17.0,22.7,25.85,24.0625,4.0,204.0,16.9,81.0,22.433332,32.5,15.6
805,POINT (39.171037964031726 -1.738240074771274),0,40.0,137.51584,9.666666,69.047615,603.0,90.05302,26.966667,144.0,40.0,24.583332,28.016666,26.466667,7.0,306.0,19.8,185.0,24.583332,33.8,14.0
806,POINT (34.481832180927825 0.52551444120992),0,378.0,66.086494,12.166667,83.333336,1633.0,41.952305,21.316666,249.0,216.0,22.050001,22.3,21.458334,54.0,624.0,14.6,270.0,20.616667,29.2,14.6
807,POINT (36.01795131677221 -0.848907943492948),0,236.0,97.758,12.108334,78.62554,1021.0,32.40744,13.666667,152.0,180.0,13.533333,13.966667,12.854167,51.0,349.0,6.0,291.0,11.533334,21.4,15.4
808,POINT (36.50304157019675 0.363817690068406),0,208.0,61.84656,15.65,81.08809,703.0,45.892807,18.133333,111.0,85.0,17.683334,18.5,17.675,22.0,244.0,8.1,231.0,16.933334,27.4,19.3
809,POINT (40.54546034873459 -2.142481952625059),0,187.0,114.07403,6.866667,66.666664,974.0,83.9778,27.133333,265.0,67.0,28.1,28.333334,27.041666,7.0,529.0,22.4,180.0,25.55,32.7,10.300001
810,POINT (39.65612821745627 2.708420581620357),0,5.0,135.3524,10.225,69.55782,326.0,116.70245,27.0,100.0,5.0,24.5,27.966667,26.154167,1.0,161.0,19.5,44.0,24.5,34.2,14.700001
811,POINT (38.443402583894915 3.516904337327926),0,15.0,149.31664,10.683333,68.04671,393.0,97.25911,25.8,114.0,14.0,23.483334,27.066668,25.1,4.0,211.0,18.0,71.0,23.216667,33.7,15.700001
812,POINT (34.32013542978631 4.001994590752467),0,140.0,101.37966,13.291666,80.55555,517.0,47.242203,26.116667,86.0,60.0,26.449999,26.949999,25.5625,6.0,196.0,18.0,91.0,24.35,34.5,16.5
813,POINT (37.47322207704583 1.091453070205218),0,13.0,71.53617,12.033333,82.4201,460.0,98.580986,24.116667,113.0,11.0,22.633333,24.166666,23.291666,3.0,216.0,16.2,190.0,22.5,30.8,14.599998
814,POINT (36.988131823621295 2.465875454908086),0,15.0,78.570335,12.141666,82.03829,256.0,89.98538,26.366667,66.0,13.0,24.733334,26.616667,25.6375,1.0,125.0,18.3,110.0,24.633333,33.1,14.799999
815,POINT (34.80522568321086 0.606362816780677),0,514.0,72.23175,12.583333,82.78509,1656.0,44.662296,20.283333,248.0,185.0,20.85,21.2,20.308332,50.0,636.0,13.2,414.0,19.4,28.4,15.2
816,POINT (38.524250959465675 -2.061633577054302),0,13.0,139.843,9.3,67.39131,642.0,108.40379,25.166666,176.0,13.0,22.683332,26.216667,24.666666,4.0,351.0,18.0,222.0,22.683332,31.8,13.799999
817,POINT (36.26049644348448 0.121272563356135),0,335.0,70.982025,14.691667,82.53745,1052.0,49.58754,17.916666,163.0,119.0,17.916666,18.6,17.645834,28.0,388.0,9.2,257.0,16.783333,27.0,17.8
818,POINT (39.81782496859778 -2.6275722060496),0,128.0,126.06517,8.0,67.22689,772.0,50.90432,26.65,110.0,98.0,26.933334,27.116667,25.683334,14.0,271.0,20.1,180.0,24.05,32.0,11.9
819,POINT (37.95831233047038 0.929756319063705),0,3.0,74.5593,12.366667,82.44446,429.0,117.062164,24.316666,126.0,3.0,23.5,25.283333,24.4,1.0,207.0,17.1,177.0,23.5,32.1,14.999998
820,POINT (39.00934121289021 3.436055961757169),0,16.0,162.93413,9.175,63.275864,449.0,105.28316,25.516666,137.0,15.0,23.083334,27.016666,24.804167,4.0,247.0,18.5,66.0,22.833334,33.0,14.5
821,POINT (38.12000908161189 1.980785201483545),0,2.0,88.14053,11.941667,77.043015,334.0,118.23241,27.0,107.0,2.0,25.15,27.333334,26.2375,0.0,167.0,18.7,158.0,25.15,34.2,15.5
822,POINT (36.907283448050535 -1.33399819691749),0,51.0,117.06884,12.141666,74.48875,708.0,73.80701,20.8,149.0,42.0,18.416666,21.25,19.8625,13.0,323.0,12.4,260.0,18.283333,28.7,16.300001
823,POINT (38.8476444617487 -1.172301445775975),0,9.0,126.77528,9.683333,70.68126,634.0,120.00642,26.316668,211.0,9.0,24.066666,27.25,25.841667,2.0,381.0,19.3,197.0,24.066666,33.0,13.700001
824,POINT (34.1584386786448 -0.606362816780678),0,217.0,61.10721,10.666667,82.68734,1395.0,42.01612,20.5,216.0,217.0,19.35,20.916666,20.175,57.0,535.0,13.9,283.0,19.35,26.8,12.9
825,POINT (40.30291522202233 -0.363817690068406),0,27.0,126.69682,9.891666,71.16308,351.0,92.40219,28.35,85.0,24.0,26.583334,29.7,28.145834,3.0,156.0,21.7,120.0,26.483334,35.6,13.899998
826,POINT (36.26049644348448 -2.061633577054302),0,4.0,123.16763,11.425,73.70968,371.0,85.71622,25.433334,83.0,4.0,22.4,25.45,24.195833,1.0,189.0,16.7,147.0,22.4,32.2,15.5
827,POINT (39.81782496859778 -2.789268957191115),0,147.0,125.75229,7.7499995,66.23932,832.0,49.15677,26.083334,125.0,105.0,26.316666,26.533333,25.1,15.0,297.0,19.6,187.0,23.466667,31.3,11.699999
828,POINT (34.32013542978631 4.001994590752467),0,140.0,101.37966,13.291666,80.55555,517.0,47.242203,26.116667,86.0,60.0,26.449999,26.949999,25.5625,6.0,196.0,18.0,91.0,24.35,34.5,16.5
829,POINT (35.12861918549388 0.444666065639163),0,463.0,86.56208,12.591666,81.23656,1267.0,47.201534,16.983334,194.0,140.0,18.566666,19.15,18.070833,40.0,471.0,11.0,293.0,16.966667,26.5,15.5
830,POINT (39.73697659302703 0.202120938926892),0,9.0,113.79473,11.049999,75.17006,323.0,112.805664,28.483334,91.0,9.0,26.9,29.8,28.391666,2.0,159.0,21.5,126.0,26.9,36.2,14.700001
831,POINT (37.39237370147508 -1.980785201483545),0,15.0,137.34702,11.308333,70.677086,684.0,89.86893,21.566666,162.0,10.0,19.416666,22.55,21.0875,1.0,302.0,13.5,266.0,19.083334,29.5,16.0
832,POINT (35.371164312206155 1.980785201483545),0,168.0,58.24939,12.658333,85.52928,499.0,53.65748,24.95,79.0,49.0,25.066666,25.666666,24.854166,12.0,190.0,17.8,134.0,24.183332,32.6,14.799999
833,POINT (37.87746395489962 -3.193510835044899),0,28.0,167.2658,12.008333,69.815895,688.0,92.92094,23.433334,187.0,28.0,20.416666,24.516666,22.6625,8.0,352.0,14.7,172.0,20.416666,31.9,17.2
834,POINT (35.61370943891843 -0.687211192351434),0,309.0,71.39705,11.758333,81.65509,1248.0,37.59849,15.5,199.0,205.0,15.333333,15.7,14.845833,60.0,459.0,8.2,367.0,13.933333,22.6,14.400001
835,POINT (36.01795131677221 -1.414846572488247),0,65.0,112.53535,12.625,76.981705,685.0,67.5688,22.05,144.0,54.0,20.116667,22.566668,21.4125,15.0,332.0,13.7,191.0,19.783333,30.1,16.400002
836,POINT (35.69455781448918 -0.768059567922191),0,246.0,79.42501,11.716667,79.705215,1127.0,39.75045,15.583333,190.0,206.0,15.466666,15.833333,14.891666,63.0,433.0,8.2,352.0,13.866667,22.9,14.7
837,POINT (38.60509933503643 -3.840297839610955),0,65.0,160.17213,10.041667,67.39373,706.0,63.608963,23.966667,120.0,65.0,21.45,25.316666,23.4625,14.0,279.0,16.3,164.0,21.45,31.2,14.900002
838,POINT (37.47322207704583 -1.980785201483545),0,14.0,136.55043,10.425,69.5,752.0,92.182014,19.583334,185.0,11.0,17.416666,20.583334,19.1125,2.0,342.0,12.1,283.0,17.133333,27.1,15.0
839,POINT (38.68594771060719 -2.708420581620357),0,60.0,144.38478,9.833333,68.76457,884.0,79.94075,25.433332,172.0,60.0,22.983334,26.533333,24.933332,18.0,387.0,18.0,299.0,22.983334,32.3,14.299999
840,POINT (41.1113989777299 3.67860108846944),0,2.0,109.74143,11.5,75.16339,275.0,121.01765,27.966667,89.0,2.0,25.783333,28.483334,27.025,0.0,149.0,20.4,117.0,25.783333,35.7,15.300001
841,POINT (40.70715709987611 -1.819088450342031),0,215.0,117.00491,7.25,67.12964,780.0,82.10083,27.266666,202.0,49.0,28.333334,28.566668,27.191668,5.0,426.0,22.2,150.0,25.666668,33.0,10.799999
842,POINT (40.060370095310056 -3.193510835044899),0,275.0,126.533005,7.5833335,66.52047,1111.0,87.575584,24.783333,306.0,78.0,26.083334,26.25,24.766666,10.0,616.0,19.6,248.0,23.066668,31.0,11.4
843,POINT (39.49443146631476 -0.121272563356135),0,10.0,118.27035,10.583333,74.00932,337.0,111.39223,28.1,95.0,10.0,26.366667,29.383333,27.933334,3.0,177.0,21.2,120.0,26.366667,35.5,14.299999
844,POINT (36.74558669690902 -2.465875454908087),0,19.0,141.89998,9.966667,68.735634,712.0,88.87928,19.45,184.0,18.0,16.933334,20.1,18.641666,3.0,367.0,11.9,212.0,16.616667,26.4,14.5
845,POINT (37.79661557932886 1.172301445775975),0,5.0,71.89404,12.358334,82.38889,439.0,112.12801,24.733334,120.0,5.0,23.083332,24.816668,23.9375,1.0,205.0,16.6,189.0,23.083332,31.6,15.0
846,POINT (35.53286106334767 -0.687211192351434),0,309.0,71.36521,11.175,80.978264,1313.0,37.236267,15.85,208.0,225.0,15.733334,16.083334,15.229167,67.0,492.0,8.8,393.0,14.316667,22.6,13.8
847,POINT (38.36255420832416 -1.980785201483545),0,8.0,139.59898,10.316667,69.23937,616.0,113.4779,24.833334,179.0,8.0,22.316668,25.833334,24.316668,2.0,346.0,17.1,213.0,22.316668,32.0,14.9
848,POINT (39.413583090744 -0.768059567922191),0,14.0,127.68631,10.116667,71.7494,431.0,107.75616,27.8,123.0,14.0,25.733334,28.966667,27.458334,4.0,234.0,20.8,143.0,25.733334,34.9,14.100002
849,POINT (40.70715709987611 -0.929756319063705),0,78.0,123.952446,8.341667,68.939384,450.0,71.403885,27.366667,94.0,40.0,28.666668,28.833334,27.3625,3.0,202.0,21.8,126.0,25.733334,33.9,12.100002
850,POINT (34.7243773076401 0.606362816780677),0,478.0,68.58967,12.633333,84.22222,1684.0,43.71446,20.516666,254.0,192.0,21.05,21.383333,20.55,51.0,651.0,13.5,441.0,19.666668,28.5,15.0
851,POINT (39.251886339602486 -4.48708484417701),0,209.0,155.14658,8.6,65.64886,1089.0,65.21836,25.266666,232.0,108.0,26.966667,27.25,25.475,19.0,501.0,19.1,116.0,23.5,32.2,13.1
852,POINT (35.53286106334767 0.929756319063705),0,311.0,66.25821,11.55,81.914894,1085.0,44.48173,15.783333,161.0,136.0,15.333334,15.933333,15.058333,29.0,373.0,8.3,282.0,14.25,22.4,14.099999
853,POINT (36.34134481905524 2.708420581620357),0,26.0,68.418274,13.183333,87.888885,200.0,74.05183,28.9,46.0,17.0,27.866667,29.016666,28.191666,2.0,97.0,20.7,80.0,27.3,35.7,15.0
854,POINT (35.290315936635395 1.57654332362976),0,351.0,70.198586,12.391666,82.06402,913.0,55.301613,18.716667,142.0,79.0,19.966667,20.5,19.5625,18.0,351.0,12.6,216.0,18.716667,27.7,15.1
855,POINT (37.79661557932886 -0.363817690068406),0,9.0,115.706,11.5,75.65789,748.0,111.27905,23.083334,201.0,9.0,20.95,23.8,22.566668,1.0,359.0,15.3,299.0,20.95,30.5,15.2
856,POINT (38.76679608617795 -2.789268957191115),0,72.0,142.50728,10.083333,69.54024,917.0,74.75603,25.583334,173.0,72.0,23.2,26.683332,25.108334,21.0,383.0,18.1,307.0,23.2,32.6,14.499998
857,POINT (39.73697659302703 3.436055961757169),0,8.0,141.33228,10.641666,68.21581,383.0,116.221405,25.15,125.0,8.0,22.683334,26.316666,24.370832,2.0,211.0,17.6,52.0,22.683334,33.2,15.6
858,POINT (40.868853851017626 2.870117332761871),0,6.0,128.88435,11.725,73.28125,324.0,118.24513,28.233334,97.0,6.0,25.55,28.8,27.154167,1.0,158.0,20.0,134.0,25.55,36.0,16.0
859,POINT (39.00934121289021 3.112662459474142),0,8.0,152.48134,9.358333,65.442894,375.0,109.93251,26.3,117.0,8.0,23.666668,27.583332,25.5375,2.0,199.0,19.2,56.0,23.666668,33.5,14.299999
860,POINT (35.371164312206155 0.121272563356135),0,505.0,70.1014,10.558333,81.21794,1303.0,51.30589,13.733334,219.0,141.0,15.066667,15.5,14.6375,42.0,513.0,8.7,276.0,13.733334,21.7,13.000001
861,POINT (34.32013542978631 -1.091453070205219),0,155.0,62.206875,11.666667,81.018524,1230.0,49.004223,21.9,208.0,155.0,20.766666,22.35,21.616667,42.0,500.0,14.5,281.0,20.766666,28.9,14.4
862,POINT (39.00934121289021 -0.848907943492948),0,7.0,124.88404,10.408334,72.2801,517.0,119.65334,26.85,169.0,7.0,24.716667,27.866667,26.4375,2.0,308.0,19.6,164.0,24.716667,34.0,14.4
863,POINT (38.68594771060719 3.112662459474142),0,10.0,142.35039,10.7,69.03226,383.0,106.55737,26.35,119.0,9.0,24.033333,27.5,25.6,2.0,204.0,18.5,64.0,23.833334,34.0,15.5
864,POINT (34.96692243435237 -0.848907943492948),0,335.0,80.0698,12.125,80.29802,1613.0,33.10815,18.316666,244.0,312.0,18.583334,18.9,17.845833,87.0,587.0,10.8,346.0,16.866667,25.9,15.099999
865,POINT (40.22206684645157 1.899936825912787),0,10.0,118.68279,10.799999,71.99999,349.0,106.384964,28.866667,103.0,10.0,26.6,29.55,27.958334,3.0,172.0,21.3,51.0,26.6,36.3,15.0
866,POINT (41.19224735330065 -1.414846572488247),0,171.0,109.63438,7.2000003,68.57143,604.0,86.11717,27.183332,150.0,23.0,28.116667,28.4,27.083334,1.0,343.0,22.2,124.0,25.65,32.7,10.5
867,POINT (36.74558669690902 1.495694948059003),0,71.0,78.319214,12.875,82.00638,575.0,63.46868,20.016666,113.0,71.0,18.050001,20.016666,18.929167,16.0,260.0,11.1,260.0,18.050001,26.8,15.699999
868,POINT (37.79661557932886 -2.304178703766572),0,6.0,144.65213,11.4,69.51219,595.0,105.843575,22.8,168.0,6.0,20.216667,23.866667,22.283333,1.0,323.0,14.4,201.0,20.216667,30.8,16.4
869,POINT (37.715767203758105 -1.657391699200518),0,11.0,130.82707,10.925,70.94156,739.0,104.75596,22.266666,211.0,10.0,20.15,23.15,21.770834,1.0,379.0,14.3,266.0,19.866667,29.7,15.400001
870,POINT (40.38376359759308 -0.929756319063705),0,51.0,129.81337,8.683333,68.37271,416.0,76.19806,28.516666,89.0,43.0,25.866667,29.016666,27.483334,4.0,174.0,21.6,128.0,25.75,34.3,12.699999
871,POINT (36.66473832133826 -1.091453070205219),0,135.0,135.9221,11.591666,71.99793,1328.0,77.36753,15.733334,314.0,117.0,13.116667,16.233334,14.845833,33.0,657.0,7.7,491.0,12.883333,23.8,16.099998
872,POINT (37.634918828187345 -0.28296931449765),0,76.0,91.935196,10.575001,78.333336,1570.0,96.364334,19.533333,361.0,76.0,17.933334,20.2,19.220833,17.0,710.0,13.1,534.0,17.933334,26.6,13.5
873,POINT (40.62630872430535 -1.657391699200518),0,174.0,120.0844,7.6916666,68.06784,678.0,74.00274,27.316666,160.0,48.0,28.566666,28.733334,27.320833,5.0,348.0,22.1,135.0,25.75,33.4,11.300001
874,POINT (37.95831233047038 1.495694948059003),0,3.0,79.861374,11.791667,79.67342,356.0,117.45991,26.05,107.0,2.0,24.35,26.233334,25.2375,0.0,171.0,18.0,162.0,24.233334,32.8,14.799999
875,POINT (37.23067695033356 -0.363817690068406),0,185.0,87.96844,10.558333,77.6348,1632.0,65.34005,15.083333,318.0,179.0,13.25,15.15,14.229167,58.0,705.0,7.8,536.0,13.066667,21.4,13.599999
876,POINT (40.70715709987611 3.274359210615655),0,4.0,128.5253,11.125,72.24025,307.0,119.974304,27.25,97.0,4.0,24.7,27.966667,26.2875,0.0,159.0,19.5,36.0,24.7,34.9,15.400002
877,POINT (40.141218470880816 -1.414846572488247),0,59.0,134.81398,8.875,66.231346,436.0,63.49281,27.533333,86.0,58.0,25.6,28.9,27.329166,9.0,178.0,21.1,67.0,25.6,34.5,13.4
878,POINT (36.34134481905524 3.921146215181711),0,20.0,73.1696,13.083333,83.33333,257.0,78.73801,29.733334,55.0,18.0,28.7,30.45,29.408333,2.0,122.0,22.0,67.0,28.583334,37.7,15.700001
879,POINT (36.907283448050535 -1.57654332362976),0,29.0,129.04076,12.566667,72.639694,571.0,82.85252,20.65,140.0,23.0,18.216667,21.166666,19.733334,6.0,279.0,11.6,236.0,17.883333,28.9,17.3
880,POINT (37.23067695033356 -0.363817690068406),0,185.0,87.96844,10.558333,77.6348,1632.0,65.34005,15.083333,318.0,179.0,13.25,15.15,14.229167,58.0,705.0,7.8,536.0,13.066667,21.4,13.599999
881,POINT (36.26049644348448 -1.657391699200518),0,13.0,125.31777,12.400001,75.15151,461.0,80.00385,24.283333,109.0,13.0,21.666666,24.783333,23.5,3.0,229.0,15.7,214.0,21.666666,32.2,16.5
882,POINT (35.61370943891843 4.325388093035495),0,56.0,76.9248,13.783333,84.044716,393.0,69.63823,27.816666,88.0,43.0,27.266666,28.816666,27.691666,11.0,190.0,19.9,88.0,26.933332,36.3,16.4
883,POINT (40.46461197316384 3.759449464040197),0,2.0,130.0721,10.708333,70.449554,322.0,121.47977,25.183334,104.0,2.0,22.666666,26.0,24.2875,0.0,178.0,17.7,36.0,22.666666,32.9,15.200001
884,POINT (40.30291522202233 2.465875454908086),0,7.0,129.86879,10.55,70.33334,351.0,113.69843,27.083332,103.0,7.0,24.6,27.9,26.175,1.0,170.0,19.6,46.0,24.6,34.6,14.999998
885,POINT (40.70715709987611 -1.495694948059003),0,152.0,121.62023,7.808333,67.89855,604.0,71.22005,27.316666,129.0,41.0,28.583334,28.75,27.3125,4.0,307.0,22.0,131.0,25.716667,33.5,11.5
886,POINT (38.76679608617795 -1.657391699200518),0,13.0,134.03627,9.475,69.16058,643.0,111.1286,26.25,187.0,13.0,23.866667,27.25,25.754168,3.0,370.0,19.2,209.0,23.866667,32.9,13.700001
887,POINT (38.2817058327534 0.606362816780677),0,0.0,86.00892,11.808332,80.328804,452.0,125.421135,24.633333,147.0,0.0,23.466667,25.566666,24.570833,0.0,242.0,17.6,176.0,23.466667,32.3,14.699999
888,POINT (38.76679608617795 -1.899936825912788),0,21.0,138.00731,9.458333,68.53865,648.0,102.333405,26.133333,172.0,21.0,23.7,27.183332,25.6375,6.0,352.0,19.0,210.0,23.7,32.8,13.799999
889,POINT (39.65612821745627 -4.001994590752469),0,202.0,142.9717,8.05,64.91936,1059.0,73.17093,26.25,263.0,92.0,27.8,27.9,26.3,15.0,508.0,20.4,213.0,24.466667,32.8,12.4
890,POINT (36.34134481905524 0.121272563356135),0,306.0,65.92004,13.4,82.71605,921.0,41.4021,13.133333,130.0,125.0,14.349999,14.7,13.85,33.0,316.0,6.1,264.0,13.033334,22.3,16.199999
891,POINT (37.715767203758105 0.444666065639163),0,11.0,75.55853,13.0,80.24692,648.0,106.00597,23.05,180.0,11.0,22.666666,24.216667,23.35,3.0,324.0,15.9,244.0,22.666666,32.1,16.199999
892,POINT (40.54546034873459 -2.304178703766572),0,203.0,116.576805,7.0666666,66.66668,1123.0,89.68102,27.233334,321.0,76.0,28.25,28.5,27.158333,9.0,637.0,22.5,213.0,25.65,33.1,10.599998
893,POINT (39.979521719739296 -0.121272563356135),0,15.0,122.647545,10.533333,73.148155,337.0,103.14622,28.55,86.0,15.0,26.833334,29.95,28.433334,4.0,162.0,21.7,124.0,26.833334,36.1,14.399998
894,POINT (40.949702226588386 -1.57654332362976),0,180.0,114.04412,7.1666665,67.61006,677.0,82.92863,27.1,165.0,34.0,28.1,28.35,27.016666,3.0,378.0,22.1,147.0,25.533333,32.7,10.6
895,POINT (40.38376359759308 -2.304178703766572),0,188.0,120.93387,7.333333,66.666664,952.0,71.60619,27.216667,226.0,74.0,28.266666,28.516666,27.125,9.0,470.0,22.2,169.0,25.55,33.2,11.0
896,POINT (41.03055060215914 3.274359210615655),0,5.0,129.5096,11.0,72.368416,317.0,117.82555,26.833334,95.0,5.0,24.183332,27.45,25.8,1.0,159.0,19.2,129.0,24.183332,34.4,15.200001
897,POINT (40.788005475446866 0.040424187785378),0,34.0,132.79057,10.25,70.68966,354.0,87.45839,28.316668,85.0,30.0,26.616667,29.883333,28.216667,4.0,152.0,21.6,117.0,26.5,36.1,14.499998
898,POINT (40.788005475446866 -0.363817690068406),0,49.0,128.46045,9.058332,69.67948,376.0,78.61151,28.85,85.0,36.0,29.1,29.3,27.729166,3.0,159.0,21.8,114.0,26.05,34.8,13.0
899,POINT (35.12861918549388 0.52551444120992),0,464.0,81.83848,12.675,81.77419,1218.0,51.810966,17.05,198.0,124.0,18.516666,19.1,18.079166,34.0,481.0,11.0,267.0,17.033333,26.5,15.5
900,POINT (38.443402583894915 -0.848907943492948),0,3.0,120.55034,10.325,72.71127,666.0,128.59819,24.366667,236.0,3.0,22.166666,25.166666,23.8625,1.0,400.0,17.1,218.0,22.166666,31.3,14.199999
901,POINT (38.524250959465675 3.597752712898683),0,17.0,154.48534,9.658333,65.70294,424.0,97.522705,25.45,123.0,17.0,22.816668,26.783333,24.754168,4.0,228.0,18.2,74.0,22.816668,32.9,14.700001
902,POINT (37.715767203758105 -1.010604694634462),0,9.0,115.99048,11.266666,74.12281,725.0,113.22552,21.75,219.0,9.0,19.616667,22.516666,21.291666,2.0,369.0,14.2,270.0,19.616667,29.4,15.2
903,POINT (37.47322207704583 -1.819088450342031),0,14.0,138.4239,9.975,68.7931,799.0,94.751396,19.5,199.0,10.0,17.266666,20.466667,18.995832,2.0,366.0,12.2,306.0,16.983334,26.7,14.500001
904,POINT (35.85625456563069 4.325388093035495),0,44.0,74.8774,13.491667,84.32292,358.0,72.637505,29.366667,77.0,34.0,28.8,30.333332,29.220833,8.0,177.0,21.6,82.0,28.483334,37.6,15.999998
905,POINT (39.89867334416854 -0.848907943492948),0,19.0,132.19232,9.558332,70.28187,400.0,98.91484,28.216667,98.0,19.0,26.066666,29.4,27.845833,5.0,188.0,21.5,144.0,26.066666,35.1,13.599998
906,POINT (38.60509933503643 3.436055961757169),0,15.0,150.44067,10.808333,67.552086,409.0,100.86658,26.016666,122.0,14.0,23.766666,27.35,25.3625,4.0,222.0,18.2,69.0,23.483334,34.2,16.0
907,POINT (34.643528932069344 -0.040424187785379),0,339.0,68.56069,11.991667,82.70115,1617.0,38.313595,21.75,250.0,268.0,22.133333,22.283333,21.5375,65.0,621.0,14.6,313.0,20.583334,29.1,14.5
