,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range,split
1400,POINT (36.85856366987502 -2.112004525434047),0,14.0,133.45636,10.9,70.32258,522.0,81.48409,20.883333,117.0,10.0,18.4,21.383333,19.983334,2.0,250.0,12.6,232.0,18.033333,28.1,15.5,test
1401,POINT (39.35098737627299 -1.765320744329819),0,57.0,139.32402,9.541667,69.14251,598.0,78.59831,27.166666,126.0,57.0,24.766666,28.216667,26.670834,8.0,278.0,20.1,178.0,24.766666,33.9,13.800001,test
1402,POINT (37.15436807725907 1.336857635129309),0,22.0,72.67612,12.116667,81.86937,591.0,90.37115,21.916666,148.0,22.0,20.2,21.95,21.0,7.0,297.0,13.8,243.0,20.2,28.6,14.8,test
1403,POINT (35.64886336617651 1.460402317982505),0,203.0,64.10662,13.375,85.19108,584.0,54.028076,23.866667,91.0,57.0,23.866667,24.5,23.6375,14.0,227.0,16.0,155.0,22.883333,31.7,15.700001,test
1404,POINT (35.02773465455584 3.632864975851455),0,80.0,67.363754,13.8,85.71429,360.0,60.113728,27.4,74.0,43.0,27.483334,27.966667,27.066668,7.0,162.0,19.4,68.0,26.283333,35.5,16.1,test
1405,POINT (34.26512021394599 0.161149952641973),0,313.0,62.138355,11.725,83.75,1531.0,40.937256,22.583334,236.0,231.0,22.783333,23.016666,22.245832,50.0,584.0,15.6,269.0,21.433334,29.6,14.0,test
1406,POINT (36.410791671740036 -1.095433594584845),0,85.0,123.572914,14.791667,77.44328,783.0,69.76764,20.566666,172.0,74.0,18.266666,21.1,19.779167,21.0,380.0,11.1,168.0,18.016666,30.2,19.1,test
1407,POINT (36.944021654332275 2.826129042463315),0,30.0,86.588326,11.275,78.84615,331.0,73.87655,23.0,74.0,27.0,21.283333,23.333334,22.270834,4.0,151.0,15.2,80.0,21.15,29.5,14.3,test
1408,POINT (34.389070304005216 4.387068494964352),0,138.0,106.26583,12.416667,79.59402,569.0,47.601826,25.833334,94.0,71.0,26.233334,26.716667,25.266666,8.0,218.0,18.1,104.0,23.983334,33.7,15.6,test
1409,POINT (40.13460249686667 1.036589993513543),0,10.0,111.66357,10.658333,73.505745,330.0,113.751335,29.233334,103.0,10.0,26.933332,29.716667,28.3125,3.0,151.0,21.8,137.0,26.933332,36.3,14.5,test
1410,POINT (39.992420949753885 2.48753127216679),0,5.0,128.08612,10.566667,70.44446,328.0,115.00127,27.7,99.0,5.0,25.283333,28.55,26.833334,1.0,161.0,20.1,45.0,25.283333,35.1,14.999998,test
1411,POINT (39.03930297916589 0.965162281194904),0,0.0,88.10719,11.233334,79.66903,308.0,137.99086,28.416666,113.0,0.0,26.183334,28.416666,27.358334,0.0,148.0,20.6,148.0,26.183334,34.7,14.1,test
1412,POINT (39.77125705112896 -1.577583164884046),0,63.0,138.66998,9.175,67.46323,490.0,65.566605,27.533333,94.0,63.0,25.333332,28.733334,27.170834,8.0,207.0,20.8,131.0,25.333332,34.4,13.600002,test
1413,POINT (39.66925386430732 -0.460026175721338),0,16.0,124.99697,10.266666,72.30046,373.0,100.555626,28.8,92.0,16.0,27.016666,30.183334,28.633333,4.0,179.0,22.0,136.0,27.016666,36.2,14.200001,test
1414,POINT (39.03334330068359 1.224336684478212),0,0.0,85.89107,10.783333,78.1401,282.0,136.10327,28.25,102.0,0.0,26.066666,28.25,27.2,0.0,136.0,20.8,136.0,26.066666,34.6,13.799999,test
1415,POINT (38.29523815248741 2.386226077040078),0,2.0,107.24071,10.125,71.80851,331.0,113.850136,26.3,103.0,2.0,24.216667,26.966667,25.5625,0.0,165.0,18.9,61.0,24.216667,33.0,14.1,test
1416,POINT (39.950652973317595 -1.475173565774452),0,57.0,140.42682,9.333333,66.193855,469.0,64.114334,27.75,89.0,57.0,25.7,29.15,27.516666,10.0,189.0,21.0,78.0,25.7,35.1,14.099998,test
1417,POINT (39.548310390588156 2.782469579496753),0,3.0,139.60103,10.525,68.79085,316.0,117.65722,27.133333,98.0,3.0,24.6,28.166668,26.304167,0.0,158.0,19.4,43.0,24.6,34.7,15.300001,test
1418,POINT (40.38538879614518 -2.01553851907823),0,156.0,121.673935,7.3999996,66.666664,790.0,63.43547,27.083332,164.0,69.0,28.266666,28.416666,27.05,8.0,368.0,21.9,159.0,25.45,33.0,11.1,test
1419,POINT (35.0145316502734 -1.105044530685059),0,235.0,74.97979,11.783333,81.8287,1372.0,37.350697,18.75,217.0,227.0,17.25,19.083334,18.191668,53.0,508.0,11.2,327.0,17.233334,25.6,14.400001,test
1420,POINT (37.21910216104881 4.061214100356504),0,16.0,111.467476,12.533333,75.959595,302.0,77.53405,26.483334,65.0,15.0,24.766666,27.483334,25.975,2.0,141.0,18.2,81.0,24.566668,34.7,16.5,test
1421,POINT (39.902477307674346 -2.510107012571726),0,146.0,122.08105,7.8166666,67.38506,788.0,51.241405,26.916666,113.0,96.0,27.15,27.333332,25.958334,13.0,285.0,20.5,185.0,24.366667,32.1,11.599998,test
1422,POINT (34.67749459460699 -1.226422372418903),0,202.0,68.61729,11.733334,81.48148,1334.0,38.23263,20.783333,197.0,202.0,19.416666,21.15,20.341667,49.0,506.0,13.3,316.0,19.416666,27.7,14.400001,test
1423,POINT (38.56313042533022 1.715435312922602),0,0.0,89.51893,11.616667,78.49098,319.0,127.25454,27.8,109.0,0.0,25.816666,28.083334,27.0,0.0,158.0,19.9,155.0,25.816666,34.7,14.800001,test
1424,POINT (37.644935543440226 1.723227071094777),0,6.0,76.64855,12.533334,81.38528,352.0,109.44164,26.433332,105.0,5.0,24.766666,26.6,25.625,1.0,178.0,18.0,161.0,24.7,33.4,15.400002,test
1425,POINT (39.5228945966334 1.213084469256883),0,3.0,96.91747,10.891667,76.1655,313.0,129.49863,28.416668,112.0,3.0,26.316666,28.7,27.579166,1.0,151.0,20.9,146.0,26.316666,35.2,14.300001,test
1426,POINT (40.668747227038324 0.538845361503284),0,25.0,129.27246,11.05,72.697365,365.0,98.17738,29.816668,100.0,22.0,27.2,30.35,28.725,6.0,161.0,21.8,134.0,27.083334,37.0,15.200001,test
1427,POINT (37.15436807725907 1.336857635129309),0,22.0,72.67612,12.116667,81.86937,591.0,90.37115,21.916666,148.0,22.0,20.2,21.95,21.0,7.0,297.0,13.8,243.0,20.2,28.6,14.8,test
1428,POINT (40.01256353016811 0.746107168657923),0,11.0,109.04802,10.891665,74.60046,319.0,111.35022,28.45,95.0,10.0,27.1,29.783333,28.4375,3.0,148.0,21.7,128.0,27.05,36.3,14.599998,test
1429,POINT (39.956157997707116 -0.60224922333652),0,21.0,128.72554,9.991666,71.36905,381.0,98.35082,28.383333,94.0,21.0,26.416666,29.666666,28.129166,4.0,180.0,21.6,136.0,26.416666,35.6,13.999998,test
1430,POINT (37.441484546223165 3.207968761553452),0,4.0,115.74856,10.8,75.52448,201.0,97.67269,27.866667,51.0,4.0,25.616667,28.6,27.125,0.0,94.0,20.2,49.0,25.616667,34.5,14.299999,test
1431,POINT (38.38321766444337 -1.940682936420606),0,8.0,140.20209,10.241667,69.200455,627.0,113.33178,24.716667,183.0,8.0,22.166666,25.7,24.179167,2.0,355.0,17.0,213.0,22.166666,31.8,14.799999,test
1432,POINT (38.466190310639604 -1.03544417778956),0,4.0,119.43285,10.408333,72.78555,722.0,125.1564,25.1,251.0,4.0,22.983334,25.966667,24.6625,1.0,433.0,17.8,232.0,22.983334,32.1,14.299999,test
1433,POINT (38.167448813959936 0.281894757220384),0,4.0,94.45615,11.783333,79.08278,591.0,119.037964,23.95,177.0,3.0,22.833334,24.766666,23.708334,1.0,307.0,16.7,222.0,22.483334,31.6,14.9,test
1434,POINT (35.56580589187555 -1.535803729172745),0,87.0,94.93619,12.2,79.73856,909.0,56.82098,18.433332,167.0,84.0,16.566666,18.766666,17.741667,22.0,384.0,10.3,373.0,16.4,25.6,15.3,test
1435,POINT (38.44819385028289 0.142597843683882),0,0.0,101.283424,10.866667,77.06856,407.0,129.74301,25.883333,132.0,0.0,24.25,26.766666,25.608334,0.0,223.0,18.9,153.0,24.25,33.0,14.1,test
1436,POINT (36.69249005396725 -1.456182597361415),0,76.0,126.83426,12.358334,73.12623,885.0,76.01832,20.433332,198.0,63.0,18.133333,20.983334,19.6375,19.0,433.0,11.8,179.0,17.833334,28.7,16.900002,test
1437,POINT (39.257314218718534 -1.835799832105515),0,48.0,139.32196,9.683334,69.166664,608.0,81.842834,27.083332,136.0,48.0,24.683334,28.133333,26.583334,9.0,293.0,19.9,180.0,24.683334,33.9,14.000002,test
1438,POINT (39.436621624293814 -3.045307895984992),0,88.0,131.81354,9.225,68.843285,738.0,54.002827,26.2,117.0,88.0,24.15,27.333332,25.829166,21.0,293.0,19.4,184.0,24.15,32.8,13.4,test
1439,POINT (39.2253360391508 0.175173133298538),0,2.0,106.671425,10.5,75.539566,320.0,125.921036,27.05,103.0,2.0,25.5,28.233334,26.916666,0.0,183.0,20.4,116.0,25.5,34.3,13.9,test
1440,POINT (36.677796943188106 0.669168298554079),0,173.0,67.784195,15.283334,83.51548,681.0,51.964447,18.25,116.0,74.0,17.633333,18.666666,17.708334,18.0,258.0,8.7,253.0,16.966667,27.0,18.3,test
1441,POINT (38.115826893266856 0.139683834660993),0,6.0,103.93305,10.891666,76.70188,602.0,117.17448,23.783333,177.0,5.0,22.3,24.5,23.370834,1.0,312.0,16.6,223.0,21.95,30.8,14.199999,test
1442,POINT (38.115666840579095 -2.981459537974203),0,19.0,158.16357,10.275,68.04636,616.0,91.76798,23.566666,137.0,19.0,20.533333,24.383333,22.704166,5.0,268.0,15.5,140.0,20.533333,30.6,15.1,test
1443,POINT (39.21538571161021 -0.00403314532608),0,4.0,112.72367,10.525,74.64539,322.0,123.0061,27.35,103.0,4.0,25.65,28.516666,27.145834,1.0,185.0,20.5,111.0,25.65,34.6,14.099998,test
1444,POINT (40.77798843708691 1.458026483988689),0,17.0,130.25253,11.075001,72.38563,371.0,102.99609,29.483334,101.0,15.0,27.0,30.116667,28.445833,4.0,168.0,21.7,138.0,26.85,37.0,15.299999,test
1445,POINT (37.75671806525363 2.833153723206233),0,4.0,104.52183,11.175,76.02042,255.0,104.7056,27.7,74.0,4.0,25.6,28.266666,26.945833,0.0,128.0,19.6,52.0,25.6,34.3,14.699999,test
1446,POINT (40.049475984949 -2.996073700381837),0,221.0,127.41232,7.7416663,66.73851,1006.0,76.15338,25.1,249.0,81.0,26.366667,26.55,25.070833,10.0,508.0,19.7,223.0,23.383333,31.3,11.599998,test
1447,POINT (38.714506694916466 -0.159271125594026),0,0.0,109.13834,10.241667,74.21497,389.0,132.79414,26.066666,139.0,0.0,24.266666,27.016666,25.745832,0.0,239.0,19.1,127.0,24.266666,32.9,13.800001,test
1448,POINT (35.68820458550242 -1.273018846547048),0,81.0,92.21599,13.533333,81.5261,784.0,55.807903,18.733334,142.0,74.0,16.9,18.983334,18.058332,21.0,329.0,10.0,322.0,16.716667,26.6,16.6,test
1449,POINT (38.82005905329251 2.431497886854157),0,2.0,115.295235,10.941667,72.461365,319.0,118.73479,27.316666,104.0,2.0,25.133333,28.083332,26.545834,0.0,160.0,19.6,52.0,25.133333,34.7,15.1,test
1450,POINT (34.51177245249433 0.377542241363024),0,431.0,67.70452,12.458333,84.177925,1763.0,42.34986,21.566666,281.0,236.0,22.35,22.6,21.754166,54.0,682.0,14.8,294.0,20.866667,29.6,14.8,test
1451,POINT (39.70227948579432 2.506817897602462),0,5.0,128.88431,10.641666,70.47462,328.0,116.88631,27.583332,103.0,5.0,25.2,28.483334,26.754166,1.0,164.0,20.0,46.0,25.2,35.1,15.099998,test
1452,POINT (39.25497279317893 -1.605951694913501),0,42.0,139.24306,9.849999,69.366196,577.0,87.91551,27.183332,136.0,42.0,24.75,28.233334,26.675,6.0,289.0,19.9,174.0,24.75,34.1,14.199999,test
1453,POINT (39.150043843856714 -0.875699576489687),0,9.0,127.543816,10.283333,71.911415,482.0,115.790504,27.316666,151.0,9.0,25.133333,28.366667,26.891666,2.0,281.0,20.1,154.0,25.133333,34.4,14.300001,test
1454,POINT (37.881670089741114 -2.407558895212291),0,7.0,144.82747,11.416667,70.91097,603.0,106.84395,22.95,167.0,6.0,20.55,23.933334,22.375,1.0,326.0,14.5,207.0,20.3,30.6,16.1,test
1455,POINT (36.202921895826925 0.97729168550478),0,166.0,68.28527,14.966667,86.01533,579.0,56.622414,23.433334,94.0,59.0,23.2,23.95,23.058332,17.0,240.0,14.5,153.0,22.25,31.9,17.4,test
